State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking5 by state/ territory descending
VIC,3595,315,315,"11,299,834","35,872","30,771","2,610",666
VIC,3596,71,71,"3,676,218","51,778","41,792","1,316",262
VIC,3597,231,231,"12,514,531","54,175","42,966","1,129",219
VIC,3599,74,74,"4,158,408","56,195","46,615",959,176
VIC,3607,57,57,"2,963,757","51,996","41,697","1,303",259
VIC,3608,"1,364","1,364","63,969,788","46,899","40,514","1,797",393
VIC,3610,758,758,"30,579,762","40,343","34,810","2,427",595
VIC,3612,833,833,"34,735,780","41,700","36,131","2,334",560
VIC,3614,555,555,"26,304,949","47,396","40,155","1,738",374
VIC,3616,"3,075","3,075","139,400,787","45,334","38,863","1,983",443
VIC,3617,89,89,"2,879,659","32,356","27,680","2,661",693
VIC,3618,388,388,"13,729,507","35,385","32,244","2,620",670
VIC,3619,150,150,"6,585,874","43,906","38,158","2,134",487
VIC,3620,"4,404","4,404","185,771,573","42,182","36,876","2,295",544
VIC,3621,"1,261","1,261","47,952,924","38,028","34,828","2,549",650
VIC,3622,221,221,"7,319,638","33,121","30,666","2,652",685
VIC,3623,507,507,"18,711,332","36,906","30,848","2,588",660
VIC,3624,295,295,"9,915,030","33,610","30,674","2,649",684
VIC,3629,"4,904","4,904","209,945,864","42,811","37,702","2,240",523
VIC,3630,"16,653","16,653","750,104,786","45,043","37,734","2,028",455
VIC,3631,"7,018","7,018","354,466,100","50,508","41,109","1,447",290
VIC,3632,341,341,"15,951,995","46,780","39,852","1,810",398
VIC,3633,436,436,"18,743,560","42,990","36,317","2,221",514
VIC,3634,"1,156","1,156","45,756,866","39,582","35,828","2,474",611
VIC,3635,302,302,"11,863,247","39,282","36,824","2,498",624
VIC,3636,"2,876","2,876","117,480,770","40,849","36,932","2,393",585
VIC,3637,330,330,"10,562,794","32,008","31,586","2,666",694
VIC,3638,"1,122","1,122","46,612,018","41,544","35,124","2,348",567
VIC,3639,317,317,"10,938,802","34,507","33,869","2,635",675
VIC,3640,633,633,"21,773,330","34,397","30,703","2,639",677
VIC,3641,695,695,"29,234,459","42,064","38,001","2,305",549
VIC,3644,"4,861","4,861","219,800,935","45,217","38,656","2,000",446
VIC,3646,358,358,"15,369,559","42,932","36,015","2,229",517
VIC,3649,265,265,"8,733,786","32,958","28,958","2,655",687
VIC,3658,"3,314","3,314","165,668,574","49,991","42,658","1,488",301
VIC,3659,417,417,"23,969,099","57,480","43,722",864,161
VIC,3660,"3,828","3,828","174,959,390","45,705","38,602","1,947",433
VIC,3661,156,156,"7,270,412","46,605","34,925","1,825",400
VIC,3662,502,502,"30,656,365","61,068","64,186",633,117
VIC,3663,105,105,"5,045,303","48,050","39,082","1,690",362
VIC,3664,656,656,"31,113,258","47,429","37,252","1,735",371
VIC,3665,211,211,"9,193,213","43,570","34,589","2,163",495
VIC,3666,"2,733","2,733","115,116,513","42,121","35,465","2,302",547
VIC,3669,746,746,"29,276,924","39,245","32,492","2,501",626
VIC,3670,331,331,"14,263,939","43,093","34,639","2,210",511
VIC,3671,87,87,"3,873,013","44,517","38,716","2,078",473
VIC,3672,"5,385","5,385","242,915,071","45,110","38,126","2,022",452
VIC,3673,"1,118","1,118","46,637,351","41,715","32,953","2,330",558
VIC,3675,"1,134","1,134","48,935,084","43,153","36,398","2,202",508
VIC,3676,220,220,"11,077,994","50,355","44,496","1,456",292
VIC,3677,"9,771","9,771","457,463,408","46,818","40,558","1,803",397
VIC,3678,"3,950","3,950","185,940,635","47,074","37,784","1,773",386
VIC,3682,355,355,"15,654,637","44,098","40,355","2,117",481
VIC,3683,"1,038","1,038","47,428,858","45,693","40,828","1,949",434
VIC,3685,"1,682","1,682","77,198,088","45,897","39,826","1,912",421
VIC,3687,610,610,"29,689,674","48,672","41,699","1,618",342
VIC,3688,812,812,"40,188,497","49,493","42,329","1,539",320
VIC,3689,198,198,"10,350,166","52,274","44,607","1,281",254
VIC,3690,"18,939","18,939","924,492,711","48,814","43,368","1,608",339
VIC,3691,"5,933","5,933","320,263,839","53,980","45,615","1,144",224
VIC,3694,90,90,"4,838,541","53,762","51,742","1,166",228
VIC,3695,313,313,"12,807,290","40,918","34,530","2,388",583
VIC,3697,326,326,"13,559,374","41,593","31,847","2,345",565
VIC,3698,523,523,"23,966,022","45,824","37,910","1,923",424
VIC,3699,647,647,"25,514,427","39,435","31,938","2,485",616
VIC,3700,851,851,"35,939,008","42,232","35,500","2,291",542
VIC,3701,601,601,"25,188,074","41,910","34,029","2,317",552
VIC,3705,161,161,"6,305,071","39,162","33,423","2,504",628
VIC,3707,"1,017","1,017","42,932,970","42,215","35,727","2,292",543
VIC,3709,179,179,"7,045,634","39,361","31,183","2,492",620
VIC,3711,304,304,"14,996,093","49,329","34,836","1,558",325
VIC,3712,203,203,"9,530,540","46,948","39,411","1,788",390
VIC,3713,474,474,"18,387,163","38,791","32,468","2,516",635
VIC,3714,"2,032","2,032","101,898,226","50,147","36,658","1,471",294
VIC,3715,169,169,"5,806,837","34,360","32,285","2,641",678
VIC,3717,"1,579","1,579","68,941,377","43,661","34,158","2,159",493
VIC,3718,59,59,"2,315,078","39,239","29,561","2,502",627
VIC,3719,260,260,"12,086,227","46,485","33,167","1,840",403
VIC,3720,311,311,"14,178,249","45,589","34,910","1,956",435
VIC,3722,"3,031","3,031","135,181,053","44,599","36,626","2,073",471
VIC,3723,"1,583","1,583","79,189,417","50,025","30,649","1,482",299
VIC,3724,155,155,"6,982,336","45,047","28,529","2,026",453
VIC,3725,368,368,"15,412,573","41,882","35,494","2,322",556
VIC,3726,207,207,"6,767,337","32,692","30,160","2,657",689
VIC,3727,185,185,"6,085,891","32,897","29,749","2,656",688
VIC,3728,334,334,"12,359,343","37,004","33,702","2,583",658
VIC,3730,"4,829","4,829","214,909,254","44,504","36,720","2,079",474
VIC,3732,358,358,"13,871,766","38,748","30,650","2,519",637
VIC,3733,140,140,"6,004,516","42,889","35,063","2,235",521
VIC,3735,426,426,"17,741,602","41,647","38,000","2,339",562
VIC,3737,"2,569","2,569","111,351,994","43,344","36,911","2,187",504
VIC,3738,108,108,"4,489,531","41,570","35,750","2,346",566
VIC,3739,122,122,"9,529,298","78,109","35,304",211,45
VIC,3740,648,648,"27,865,787","43,003","36,991","2,217",513
VIC,3741,"1,928","1,928","82,781,659","42,937","35,074","2,227",516
VIC,3744,248,248,"10,689,843","43,104","34,912","2,209",510
VIC,3746,201,201,"8,348,793","41,536","38,482","2,350",568
VIC,3747,"2,708","2,708","125,049,283","46,178","38,191","1,879",413
VIC,3749,"1,220","1,220","62,242,872","51,019","41,876","1,397",279
VIC,3750,"5,801","5,801","288,316,226","49,701","44,381","1,526",315
VIC,3751,132,132,"6,420,583","48,641","34,499","1,619",343
VIC,3752,"13,777","13,777","736,913,231","53,489","46,928","1,192",235
VIC,3753,"1,472","1,472","79,982,297","54,336","48,565","1,111",211
VIC,3754,"22,467","22,467","1,217,715,706","54,200","48,076","1,123",216
VIC,3755,151,151,"7,419,443","49,135","43,278","1,576",333
VIC,3756,"7,014","7,014","373,007,628","53,180","46,706","1,212",239
VIC,3757,"5,056","5,056","272,117,015","53,821","44,601","1,158",226
VIC,3758,"1,302","1,302","68,731,313","52,789","45,266","1,239",246
VIC,3759,659,659,"42,917,120","65,125","47,440",460,89
VIC,3760,291,291,"15,717,213","54,011","45,662","1,139",222
VIC,3761,722,722,"37,653,363","52,151","40,020","1,289",256
VIC,3762,90,90,"4,937,664","54,863","43,334","1,063",199
VIC,3763,965,965,"47,535,970","49,260","42,055","1,566",330
VIC,3764,"5,005","5,005","262,189,391","52,385","44,711","1,269",250
VIC,3765,"4,131","4,131","227,915,146","55,172","45,529","1,031",194
VIC,3766,769,769,"42,100,634","54,747","41,231","1,073",203
VIC,3767,697,697,"38,164,161","54,755","41,700","1,071",202
VIC,3770,"1,972","1,972","117,746,730","59,709","43,615",708,127
VIC,3775,"2,521","2,521","138,524,624","54,948","42,533","1,048",195
VIC,3777,"6,047","6,047","291,156,920","48,149","39,595","1,675",358
VIC,3778,116,116,"3,636,994","31,353","28,562","2,673",696
VIC,3779,273,273,"8,919,036","32,670","27,726","2,658",690
VIC,3781,"2,513","2,513","130,899,501","52,089","45,739","1,295",257
VIC,3782,"4,914","4,914","292,442,411","59,512","43,112",724,130
VIC,3783,"1,376","1,376","73,185,216","53,187","43,396","1,210",238
VIC,3786,932,932,"61,160,649","65,623","47,976",438,84
VIC,3787,660,660,"39,296,007","59,539","47,510",723,129
VIC,3788,"1,117","1,117","74,531,118","66,724","42,205",414,81
VIC,3789,177,177,"10,772,370","60,861","37,751",641,119
VIC,3791,958,958,"67,284,287","70,234","43,182",325,67
VIC,3792,687,687,"39,542,160","57,558","44,251",855,157
VIC,3793,"2,062","2,062","101,667,779","49,305","39,974","1,563",328
VIC,3795,895,895,"46,805,581","52,297","41,278","1,278",253
VIC,3796,"5,780","5,780","299,152,025","51,756","43,253","1,318",264
VIC,3797,"1,917","1,917","88,921,730","46,386","39,419","1,856",405
VIC,3799,"3,004","3,004","132,553,564","44,126","38,393","2,116",480
VIC,3800,113,113,"3,585,771","31,732","15,870","2,671",695
VIC,3802,"13,698","13,698","661,134,241","48,265","42,178","1,658",354
VIC,3803,"5,633","5,633","260,899,467","46,316","40,310","1,864",409
VIC,3804,"5,373","5,373","345,876,809","64,373","45,699",493,94
VIC,3805,"31,648","31,648","1,565,493,225","49,466","43,614","1,542",322
VIC,3806,"28,571","28,571","1,679,116,556","58,770","46,601",768,140
VIC,3807,"4,529","4,529","276,974,704","61,156","47,360",623,115
VIC,3808,"1,944","1,944","132,033,382","67,918","48,431",383,73
VIC,3809,"5,603","5,603","319,013,514","56,936","50,265",902,167
VIC,3810,"26,428","26,428","1,301,202,885","49,236","43,970","1,568",331
VIC,3812,"1,551","1,551","79,221,036","51,077","40,875","1,395",278
VIC,3813,531,531,"25,172,976","47,407","39,409","1,737",373
VIC,3814,"1,364","1,364","66,253,580","48,573","41,326","1,622",344
VIC,3815,"1,726","1,726","86,207,416","49,946","41,096","1,497",303
VIC,3816,"1,539","1,539","70,399,791","45,744","39,118","1,938",431
VIC,3818,"7,911","7,911","367,952,042","46,511","38,473","1,837",402
VIC,3820,"9,730","9,730","501,719,122","51,564","40,180","1,342",269
VIC,3821,"1,691","1,691","80,490,559","47,599","37,380","1,717",367
VIC,3822,579,579,"28,527,595","49,270","39,236","1,565",329
VIC,3823,"1,147","1,147","56,572,635","49,322","38,802","1,559",326
VIC,3824,"2,877","2,877","146,219,653","50,824","40,653","1,417",283
VIC,3825,"9,881","9,881","500,372,361","50,640","39,225","1,436",288
VIC,3831,"1,015","1,015","48,095,119","47,384","36,494","1,739",375
VIC,3832,125,125,"5,597,111","44,777","39,113","2,050",462
VIC,3833,161,161,"5,954,206","36,983","28,124","2,584",659
VIC,3835,349,349,"17,449,293","49,998","35,843","1,486",300
VIC,3840,"7,718","7,718","393,427,674","50,975","39,235","1,402",281
VIC,3841,52,52,"3,198,843","61,516","54,330",608,111
VIC,3842,"2,204","2,204","114,476,361","51,940","39,774","1,306",260
VIC,3844,"16,483","16,483","956,880,673","58,053","45,361",827,151
VIC,3847,"1,161","1,161","53,150,723","45,780","38,293","1,930",426
VIC,3850,"8,019","8,019","431,031,216","53,751","40,822","1,170",230
VIC,3851,"2,463","2,463","120,692,877","49,002","36,185","1,591",335
VIC,3853,81,81,"5,019,993","61,975","44,437",586,105
VIC,3854,866,866,"56,001,349","64,667","46,074",481,93
VIC,3856,575,575,"33,239,632","57,808","42,387",842,154
VIC,3857,230,230,"10,624,106","46,192","40,608","1,875",412
VIC,3858,"1,616","1,616","73,283,747","45,349","37,956","1,980",441
VIC,3859,462,462,"19,291,834","41,757","34,481","2,327",557
VIC,3860,"4,023","4,023","194,501,673","48,347","38,099","1,649",350
VIC,3862,"1,811","1,811","87,232,243","48,168","38,969","1,671",357
VIC,3864,105,105,"4,694,979","44,714","35,999","2,056",465
VIC,3865,306,306,"12,966,627","42,375","39,059","2,278",534
VIC,3869,"1,053","1,053","60,054,907","57,032","42,797",893,165
VIC,3870,698,698,"32,105,739","45,997","34,939","1,900",416
VIC,3871,"1,599","1,599","75,390,964","47,149","36,013","1,768",385
VIC,3873,200,200,"9,404,552","47,023","39,494","1,782",388
VIC,3874,333,333,"15,422,698","46,314","34,169","1,865",410
VIC,3875,"10,177","10,177","452,112,389","44,425","37,781","2,085",476
VIC,3878,608,608,"26,682,801","43,886","36,256","2,136",489
VIC,3880,"2,004","2,004","84,430,961","42,131","31,947","2,300",546
VIC,3882,631,631,"28,171,286","44,645","37,778","2,065",469
VIC,3885,"1,043","1,043","39,583,295","37,951","33,536","2,552",651
VIC,3886,197,197,"7,882,941","40,015","33,935","2,449",603
VIC,3887,165,165,"5,017,458","30,409","27,235","2,678",698
VIC,3888,"1,675","1,675","77,589,774","46,322","34,794","1,862",408
VIC,3889,77,77,"1,914,449","24,863","25,202","2,687",700
VIC,3890,148,148,"6,496,101","43,893","37,700","2,135",488
VIC,3891,74,74,"3,692,570","49,900","28,354","1,500",305
VIC,3892,572,572,"24,843,582","43,433","33,190","2,178",498
VIC,3895,117,117,"4,499,467","38,457","34,387","2,531",644
VIC,3896,227,227,"11,225,172","49,450","40,820","1,546",323
VIC,3898,393,393,"15,517,107","39,484","34,503","2,482",615
VIC,3900,106,106,"4,311,344","40,673","33,445","2,407",591
VIC,3902,232,232,"9,619,948","41,465","34,294","2,354",570
VIC,3903,408,408,"19,195,412","47,048","35,569","1,778",387
VIC,3904,871,871,"36,619,539","42,043","32,063","2,306",550
VIC,3909,"4,013","4,013","166,112,126","41,394","33,145","2,361",573
VIC,3910,"13,895","13,895","743,480,382","53,507","46,368","1,190",233
VIC,3911,"2,020","2,020","116,161,355","57,506","43,116",859,159
VIC,3912,"9,234","9,234","489,904,055","53,054","43,838","1,222",242
VIC,3913,"2,216","2,216","124,194,086","56,044","43,960",966,177
VIC,3915,"4,887","4,887","231,266,976","47,323","39,684","1,748",378
VIC,3916,644,644,"48,384,093","75,131","42,294",247,54
VIC,3918,"2,282","2,282","119,524,132","52,377","43,164","1,270",251
VIC,3919,"1,781","1,781","82,375,096","46,252","41,199","1,871",411
VIC,3920,362,362,"19,230,683","53,123","50,662","1,216",240
VIC,3921,67,67,"2,280,084","34,031","22,995","2,645",681
VIC,3922,"4,461","4,461","189,381,315","42,453","33,077","2,267",532
VIC,3923,366,366,"17,689,122","48,331","35,818","1,652",351
VIC,3925,"2,039","2,039","92,083,799","45,161","36,728","2,012",449
VIC,3926,"2,161","2,161","135,863,129","62,870","40,585",547,103
VIC,3927,"1,035","1,035","62,777,846","60,655","39,450",653,121
VIC,3928,300,300,"22,639,150","75,464","39,957",241,52
VIC,3929,650,650,"65,204,071","100,314","39,294",58,13
VIC,3930,"11,359","11,359","884,564,324","77,873","49,936",214,47
VIC,3931,"14,278","14,278","797,863,438","55,881","41,127",976,180
VIC,3933,737,737,"47,317,254","64,203","40,921",502,95
VIC,3934,"11,276","11,276","723,869,795","64,196","45,181",503,96
VIC,3936,"6,816","6,816","360,526,726","52,894","38,292","1,231",244
VIC,3937,"1,081","1,081","72,426,163","66,999","41,151",405,79
VIC,3938,"1,902","1,902","96,420,388","50,694","36,818","1,432",287
VIC,3939,"7,802","7,802","352,951,750","45,239","37,296","1,996",445
VIC,3940,"2,203","2,203","90,615,424","41,133","34,678","2,378",578
VIC,3941,"6,898","6,898","319,909,495","46,377","37,000","1,858",406
VIC,3942,"1,434","1,434","83,455,020","58,197","36,556",814,147
VIC,3943,"1,160","1,160","107,272,987","92,477","37,427",94,20
VIC,3944,449,449,"70,079,325","156,079","56,137",11,3
VIC,3945,617,617,"29,964,170","48,564","35,972","1,626",347
VIC,3946,153,153,"5,888,651","38,488","30,296","2,530",643
VIC,3950,"2,539","2,539","113,275,622","44,614","37,088","2,068",470
VIC,3951,609,609,"25,873,223","42,485","33,972","2,264",531
VIC,3953,"4,585","4,585","208,716,243","45,522","36,866","1,963",437
VIC,3954,246,246,"11,689,405","47,518","33,346","1,725",370
VIC,3956,"1,404","1,404","58,040,135","41,339","32,042","2,363",574
VIC,3957,200,200,"7,926,063","39,630","35,678","2,471",608
VIC,3958,170,170,"6,351,167","37,360","31,334","2,573",655
VIC,3959,705,705,"29,027,444","41,174","31,014","2,374",577
VIC,3960,"1,450","1,450","60,354,481","41,624","32,164","2,341",564
VIC,3962,507,507,"20,362,425","40,163","31,417","2,439",599
VIC,3964,85,85,"3,626,853","42,669","39,009","2,252",527
VIC,3965,90,90,"3,537,453","39,305","36,119","2,497",623
VIC,3966,282,282,"11,699,431","41,487","28,973","2,353",569
VIC,3967,81,81,"3,088,464","38,129","30,900","2,546",648
VIC,3971,"2,073","2,073","82,517,799","39,806","32,945","2,457",605
VIC,3975,"8,782","8,782","452,945,250","51,577","46,126","1,339",268
VIC,3976,"12,986","12,986","565,120,029","43,518","41,274","2,171",496
VIC,3977,"54,636","54,636","2,736,175,746","50,080","44,784","1,475",295
VIC,3978,"8,718","8,718","460,688,259","52,843","48,380","1,234",245
VIC,3979,220,220,"9,299,585","42,271","35,617","2,288",540
VIC,3980,"1,982","1,982","101,905,878","51,416","44,882","1,359",274
VIC,3981,"2,753","2,753","139,698,845","50,744","43,216","1,427",285
VIC,3984,"2,798","2,798","119,950,142","42,870","35,995","2,239",522
VIC,3987,860,860,"40,656,669","47,275","41,474","1,752",380
VIC,3988,641,641,"26,282,018","41,002","33,115","2,382",579
VIC,3990,98,98,"3,938,234","40,186","32,284","2,437",598
VIC,3991,219,219,"7,516,446","34,322","28,160","2,642",679
VIC,3992,511,511,"21,408,759","41,896","33,860","2,320",554
VIC,3995,"5,203","5,203","212,400,595","40,823","34,179","2,395",587
VIC,3996,"3,127","3,127","147,886,626","47,293","35,522","1,751",379
WA,6000,"8,890","8,890","596,930,488","67,146","46,265",402,83
WA,6001,68,68,"4,100,396","60,300","46,308",679,160
WA,6003,"2,995","2,995","184,178,432","61,495","45,517",612,136
WA,6004,"7,569","7,569","540,424,911","71,400","48,495",306,69
WA,6005,"4,106","4,106","303,680,581","73,960","52,929",265,62
WA,6006,"5,775","5,775","433,607,537","75,084","54,669",249,56
WA,6007,"5,053","5,053","428,051,113","84,712","59,885",146,31
WA,6008,"9,941","9,941","908,854,931","91,425","58,778",99,17
WA,6009,"11,273","11,273","1,630,066,794","144,599","55,063",14,2
WA,6010,"11,174","11,174","1,215,046,391","108,739","56,734",42,6
WA,6011,"6,431","6,431","998,500,483","155,264","68,586",13,1
WA,6012,"5,612","5,612","683,365,474","121,769","55,772",28,4
WA,6014,"13,524","13,524","1,194,040,968","88,291","53,824",118,22
WA,6015,"4,784","4,784","578,663,956","120,958","61,898",29,5
WA,6016,"6,382","6,382","464,330,640","72,756","53,312",285,66
WA,6017,"3,067","3,067","171,732,896","55,994","46,221",970,247
WA,6018,"25,177","25,177","1,822,475,960","72,387","52,846",290,67
WA,6019,"15,310","15,310","1,128,002,950","73,678","54,976",271,63
WA,6020,"14,389","14,389","1,156,416,596","80,368","50,628",190,43
WA,6021,"12,600","12,600","780,496,644","61,944","47,205",590,126
WA,6022,"3,199","3,199","177,234,438","55,403","46,359","1,014",257
WA,6023,"9,840","9,840","655,346,900","66,600","49,102",418,86
WA,6024,"8,246","8,246","458,901,783","55,651","45,644",990,252
WA,6025,"19,882","19,882","1,305,503,000","65,663","48,434",437,89
WA,6026,"14,406","14,406","891,808,375","61,905","47,654",592,128
WA,6027,"26,867","26,867","1,615,030,606","60,112","46,839",690,163
WA,6028,"14,872","14,872","991,725,438","66,684","49,502",416,84
WA,6029,"2,025","2,025","181,653,311","89,705","54,894",108,19
WA,6030,"22,863","22,863","1,321,998,468","57,823","45,363",841,212
WA,6031,"10,003","10,003","576,108,302","57,594","49,015",853,218
WA,6032,181,181,"10,923,608","60,351","42,853",675,159
WA,6033,341,341,"20,675,624","60,632","39,854",655,156
WA,6034,"1,286","1,286","76,203,817","59,256","52,452",743,181
WA,6035,"5,109","5,109","293,767,390","57,500","45,645",861,221
WA,6036,"8,998","8,998","519,344,333","57,718","47,230",846,213
WA,6037,"1,701","1,701","97,257,558","57,177","43,200",885,225
WA,6038,"4,349","4,349","260,372,482","59,870","51,352",704,169
WA,6041,796,796,"39,605,211","49,755","32,217","1,517",332
WA,6043,129,129,"7,325,137","56,784","35,125",915,234
WA,6044,797,797,"44,505,079","55,841","35,783",977,250
WA,6050,"10,145","10,145","861,354,437","84,904","52,912",145,30
WA,6051,"8,129","8,129","525,741,774","64,675","51,666",479,97
WA,6052,"7,139","7,139","481,952,117","67,510","52,375",393,80
WA,6053,"9,122","9,122","588,728,562","64,539","52,284",485,100
WA,6054,"11,556","11,556","659,571,061","57,076","47,563",891,226
WA,6055,"14,143","14,143","883,269,317","62,453","52,026",561,119
WA,6056,"22,450","22,450","1,267,289,168","56,449","46,742",940,241
WA,6057,"10,081","10,081","601,744,621","59,691","49,990",712,173
WA,6058,"7,391","7,391","407,470,058","55,131","47,840","1,033",264
WA,6059,"14,335","14,335","885,274,764","61,756","44,017",597,131
WA,6060,"14,951","14,951","903,180,514","60,409","49,624",673,158
WA,6061,"20,898","20,898","968,307,041","46,335","41,082","1,860",358
WA,6062,"19,945","19,945","1,028,377,987","51,561","42,710","1,344",313
WA,6063,"7,888","7,888","388,892,750","49,302","42,977","1,564",336
WA,6064,"15,854","15,854","743,786,981","46,915","40,654","1,794",354
WA,6065,"38,274","38,274","2,254,926,579","58,915","48,572",762,185
WA,6066,"10,756","10,756","553,124,483","51,425","43,723","1,357",314
WA,6067,70,70,"3,820,896","54,584","50,597","1,086",271
WA,6069,"23,283","23,283","1,412,543,570","60,668","51,404",652,154
WA,6070,"2,255","2,255","172,062,871","76,303","50,180",236,54
WA,6071,"2,226","2,226","141,632,505","63,626","46,152",523,111
WA,6072,556,556,"32,243,977","57,993","42,349",831,209
WA,6073,"1,970","1,970","118,149,530","59,974","44,358",696,166
WA,6074,617,617,"35,315,948","57,238","46,117",880,224
WA,6076,"13,578","13,578","859,040,614","63,267","45,691",536,113
WA,6077,690,690,"55,038,699","79,766","42,810",195,45
WA,6078,450,450,"28,808,968","64,020","45,288",510,106
WA,6081,"2,992","2,992","191,451,713","63,988","47,974",511,107
WA,6082,"1,959","1,959","115,559,426","58,989","47,540",760,184
WA,6083,"2,293","2,293","155,541,671","67,833","47,776",385,79
WA,6084,"4,872","4,872","292,443,251","60,025","47,642",694,165
WA,6090,155,155,"12,513,783","80,734","56,642",185,42
WA,6100,"9,947","9,947","618,731,259","62,203","48,139",576,123
WA,6101,"10,385","10,385","629,834,895","60,649","48,689",654,155
WA,6102,"6,846","6,846","317,760,168","46,415","36,315","1,850",357
WA,6103,"6,393","6,393","375,660,067","58,761","48,576",769,190
WA,6104,"8,707","8,707","507,916,299","58,334","47,461",801,200
WA,6105,"8,735","8,735","453,254,946","51,890","44,818","1,310",312
WA,6106,141,141,"11,796,382","83,662","60,913",156,34
WA,6107,"25,894","25,894","1,277,567,141","49,338","41,532","1,557",335
WA,6108,"13,268","13,268","678,352,276","51,127","43,426","1,391",321
WA,6109,"6,447","6,447","311,824,305","48,367","41,484","1,647",340
WA,6110,"22,531","22,531","1,218,154,273","54,066","45,856","1,136",282
WA,6111,"13,234","13,234","745,916,615","56,364","45,200",950,243
WA,6112,"33,409","33,409","1,886,447,153","56,465","48,235",934,238
WA,6121,"1,883","1,883","112,408,227","59,696","45,709",710,171
WA,6122,"11,021","11,021","668,685,982","60,674","51,759",651,153
WA,6123,"1,191","1,191","67,341,015","56,542","48,875",928,237
WA,6124,733,733,"45,977,802","62,726","47,669",552,117
WA,6125,"1,841","1,841","121,819,931","66,171","46,595",424,87
WA,6126,145,145,"7,627,799","52,606","36,881","1,247",303
WA,6147,"8,600","8,600","422,868,197","49,171","41,876","1,573",337
WA,6148,"10,979","10,979","685,980,870","62,481","43,385",560,118
WA,6149,"12,118","12,118","746,487,982","61,602","44,719",603,133
WA,6150,"8,482","8,482","516,310,238","60,871","40,120",640,149
WA,6151,"11,223","11,223","976,523,713","87,011","54,264",129,25
WA,6152,"15,670","15,670","1,085,810,805","69,292","48,732",351,74
WA,6153,"13,897","13,897","1,298,485,472","93,436","50,635",87,15
WA,6154,"6,360","6,360","438,018,384","68,871","46,928",358,76
WA,6155,"31,586","31,586","1,823,040,954","57,717","44,938",847,214
WA,6156,"10,395","10,395","823,591,185","79,230","53,322",199,47
WA,6157,"8,616","8,616","616,788,355","71,586","51,784",301,68
WA,6158,"4,952","4,952","421,183,215","85,053","53,387",143,29
WA,6159,"2,457","2,457","259,267,967","105,522","58,867",47,7
WA,6160,"5,695","5,695","400,177,026","70,268","48,335",324,71
WA,6161,143,143,"7,679,967","53,706","51,466","1,173",288
WA,6162,"7,119","7,119","491,450,416","69,034","48,005",354,75
WA,6163,"30,878","30,878","1,840,180,198","59,595","46,602",720,176
WA,6164,"36,251","36,251","2,244,317,900","61,911","50,900",591,127
WA,6165,122,122,"7,925,317","64,962","40,286",472,96
WA,6166,"6,344","6,344","423,009,036","66,679","51,384",417,85
WA,6167,"13,755","13,755","761,110,125","55,333","47,217","1,020",260
WA,6168,"12,316","12,316","689,210,146","55,961","44,786",973,248
WA,6169,"19,247","19,247","1,123,729,016","58,385","45,011",797,197
WA,6170,"7,986","7,986","465,445,690","58,283","51,732",807,201
WA,6171,"18,724","18,724","1,210,977,263","64,675","53,410",480,98
WA,6172,"7,691","7,691","466,878,422","60,705","48,092",647,152
WA,6173,"7,081","7,081","501,776,942","70,862","53,869",312,70
WA,6174,"2,473","2,473","153,342,129","62,007","49,080",585,125
WA,6175,"2,177","2,177","142,354,806","65,390","51,647",450,91
WA,6176,"1,102","1,102","63,487,709","57,611","49,333",851,217
WA,6180,"2,865","2,865","175,014,237","61,087","49,021",631,144
WA,6181,285,285,"18,621,903","65,340","52,439",454,92
WA,6201,53,53,"3,050,548","57,558","46,771",856,219
WA,6207,552,552,"35,612,359","64,515","49,635",488,102
WA,6208,"6,239","6,239","365,130,969","58,524","42,491",789,196
WA,6209,870,870,"49,497,913","56,894","40,414",905,229
WA,6210,"38,397","38,397","2,266,227,184","59,021","41,698",758,183
WA,6211,"3,786","3,786","231,364,361","61,110","42,676",628,142
WA,6213,399,399,"23,434,009","58,732","41,720",774,193
WA,6214,432,432,"25,216,324","58,371","44,575",798,198
WA,6215,"2,129","2,129","126,223,358","59,288","41,255",740,180
WA,6218,240,240,"10,987,478","45,781","32,673","1,928",362
WA,6220,"2,807","2,807","152,412,773","54,297","43,833","1,114",280
WA,6221,136,136,"7,648,494","56,239","45,700",957,246
WA,6223,136,136,"7,901,549","58,100","38,991",819,207
WA,6224,676,676,"40,312,367","59,634","43,208",716,174
WA,6225,"4,667","4,667","286,146,448","61,313","43,441",618,138
WA,6226,539,539,"35,277,440","65,450","48,964",445,90
WA,6227,454,454,"27,101,042","59,694","50,963",711,172
WA,6228,130,130,"6,795,485","52,273","42,609","1,282",307
WA,6229,115,115,"5,974,061","51,948","47,778","1,305",311
WA,6230,"24,494","24,494","1,442,844,152","58,906","44,973",763,186
WA,6231,366,366,"23,615,029","64,522","49,511",487,101
WA,6232,"6,166","6,166","362,073,464","58,721","47,143",775,194
WA,6233,"11,216","11,216","690,087,484","61,527","46,679",606,135
WA,6236,"1,382","1,382","80,238,583","58,060","41,944",825,208
WA,6237,"1,563","1,563","95,421,181","61,050","44,557",634,145
WA,6239,"2,675","2,675","133,758,499","50,003","37,491","1,484",328
WA,6240,92,92,"4,355,005","47,337","27,242","1,745",348
WA,6244,979,979,"52,858,705","53,993","41,630","1,142",285
